375,'IDRSVE',1,T,'Esur','-',                   'RADAR Surface Velocity Error'
376,'IDEKEV',1,T,'EKE_var','-',                'Eddy Kinetic Energy (m2/s2) Variance'
377,'IDEADY',1,F,'Eady_index','-',             'Eady Index (nondimensional)'
378,'IDEKEN',1,F,'EKE','-'                     'Eady Kinetic Energy (m2/s2)'
379,'IDU3DD',1,F,'u_detided','-',              'Total Detided U-velocity (cm/s)'
380,'IDV3DD',1,F,'v_detided','-',              'Total Detided V-velocity (cm/s)'
381,'ID3VEC',2,F,'u_detided','v_detided',      'Total Detided Velocity Vectors (cm/s)'
382,'ID3MAG',2,F,'u_detided','v_detided',      'Total Detided Velocity Magnitude (cm/s)'
383,'ID3STR',2,F,'u_detided','v_detided',      'Total Detided Velocity Streamlines'
384,'ID3BRB',2,F,'u_detided','v_detided',      'Total Detided Velocity Barbs'
385,'IDU2DD',1,T,'ubar_detided','-',           'Detided Barotropic Detided U-velocity (cm/s)'
386,'IDV2DD',1,T,'vbar_detided','-',           'Detided Barotropic Detided V-velocity (cm/s)'
387,'ID2VEC',2,T,'ubar_detided','vbar_detided','Detided Barotropic Velocity Vectors (cm/s)'
388,'ID2MAG',2,T,'ubar_detided','vbar_detided','Detided Barotropic Velocity Magnitude (cm/s)'
389,'ID2STR',2,T,'ubar_detided','vbar_detided','Detided Barotropic Velocity Streamlines'
390,'ID2BRB',2,T,'ubar_detided','vbar_detided','Detided Barotropic Velocity Barbs'
391,'IDFSUD',1,T,'zeta_detided','-',           'Detided Free-Surface (m)'
392,'IDBATH',1,T,'bath','-',                   'Time-Varying bathymetry (m)'
393,'D2D_PV',1,T,'pvorticity_bar','-',         '2D Potential Vorticity (1/m/s)'
394,'D2D_RV',1,T,'rvorticity_bar','-',         '2D Relative Vorticity (1/s)'
395,'D3D_PV',1,F,'pvorticity','-',             '3D Potential Vorticity (1/m/s)'
396,'D3D_RV',1,F,'rvorticity','-',             '3D Relative Vorticity (1/s)'
397,'DU2DPG',1,T,'ubar_prsgrd','-',            '2D U-velocity, Pressure Gradient (cm/s2)'
398,'DV2DPG',1,T,'vbar_prsgrd','-',            '2D V-velocity, Pressure Gradient (cm/s2)'
399,'DM2PGV',2,T,'ubar_prsgrd','vbar_prsgrd',  '2D Momentum, Pressure Gradient Vectors (cm/s2)'
400,'DM2PGM',2,T,'ubar_prsgrd','vbar_prsgrd',  '2D Momentum, Pressure Gradient Magnitude (cm/s2)'
401,'DM2PGS',2,T,'ubar_prsgrd','vbar_prsgrd',  '2D Momentum, Pressure Gradient Streamlines'
402,'DM2PGB',2,T,'ubar_prsgrd','vbar_prsgrd',  '2D Momentum, Pressure Gradient Barbs'
403,'DU2DCO',1,T,'ubar_cor','-',               '2D U-velocity, Coriolis (cm/s2)'
404,'DV2DCO',1,T,'vbar_cor','-',               '2D V-velocity, Coriolis (cm/s2)'
405,'DM2COV',2,T,'ubar_cor','vbar_cor',        '2D Momentum, Coriolis Vectors (cm/s2)'
406,'DM2COM',2,T,'ubar_cor','vbar_cor',        '2D Momentum, Coriolis Magnitude (cm/s2)'
407,'DM2COS',2,T,'ubar_cor','vbar_cor',        '2D Momentum, Coriolis Streamlines'
408,'DM2COB',2,T,'ubar_cor','vbar_cor',        '2D Momentum, Coriolis Barbs'
409,'DU2DXA',1,T,'ubar_xadv','-',              '2D U-velocity, Horizontal X-Advection (cm/s2)'
410,'DV2DXA',1,T,'vbar_xadv','-',              '2D V-velocity, Horizontal X-Advection (cm/s2)'
411,'DU2DYA',1,T,'ubar_yadv','-',              '2D U-velocity, Horizontal Y-Advection (cm/s2)'
412,'DV2DYA',1,T,'vbar_yadv','-',              '2D V-velocity, Horizontal Y-Advection (cm/s2)'
413,'DU2DHA',1,T,'ubar_hadv','-',              '2D U-velocity, Horizontal Advection (cm/s2)'
414,'DV2DHA',1,T,'vbar_hadv','-',              '2D V-velocity, Horizontal Advection (cm/s2)'
415,'DM2HAV',2,T,'ubar_hadv','vbar_hadv',      '2D Momentum, Horizontal Advection Vectors (cm/s2)'
416,'DM2HAM',2,T,'ubar_hadv','vbar_hadv',      '2D Momentum, Horizontal Advection Magnitude (cm/s2)'
417,'DM2HAS',2,T,'ubar_hadv','vbar_hadv',      '2D Momentum, Horizontal Advection Streamlines'
418,'DM2HAB',2,T,'ubar_hadv','vbar_hadv',      '2D Momentum, Horizontal Advection Barbs'
419,'DU2DSS',1,T,'ubar_sstr','-',              '2D U-velocity, Surface Stress (cm/s2)'
420,'DV2DSS',1,T,'vbar_sstr','-',              '2D V-velocity, Surface Stress (cm/s2)'
421,'DM2SSV',2,T,'ubar_sstr','vbar_sstr',      '2D Momentum, Surface Stress Vectors (cm/s2)'
422,'DM2SSM',2,T,'ubar_sstr','vbar_sstr',      '2D Momentum, Surface Stress Magnitude (cm/s2)'
423,'DM2SSS',2,T,'ubar_sstr','vbar_sstr',      '2D Momentum, Surface Stress Streamlines'
424,'DM2SSB',2,T,'ubar_sstr','vbar_sstr',      '2D Momentum, Surface Stress Barbs'
425,'DU2DBS',1,T,'ubar_bstr','-',              '2D U-velocity, Bottom Stress (cm/s2)'
426,'DV2DBS',1,T,'vbar_bstr','-',              '2D V-velocity, Bottom Stress (cm/s2)'
427,'DM2BSV',2,T,'ubar_bstr','vbar_bstr',      '2D Momentum, Bottom Stress Vectors (cm/s2)'
428,'DM2BSM',2,T,'ubar_bstr','vbar_bstr',      '2D Momentum, Bottom Stress Magnitude (cm/s2)'
429,'DM2BSS',2,T,'ubar_bstr','vbar_bstr',      '2D Momentum, Bottom Stress Streamlines'
430,'DM2BSB',2,T,'ubar_bstr','vbar_bstr',      '2D Momentum, Bottom Stress Barbs'
431,'DU2DHV',1,T,'ubar_xvisc','-',             '2D U-velocity, Horizontal X-Viscosity (cm/s2)'
432,'DV2DHV',1,T,'vbar_xvisc','-',             '2D V-velocity, Horizontal X-Viscosity (cm/s2)'
433,'DU2DHV',1,T,'ubar_yvisc','-',             '2D U-velocity, Horizontal Y-Viscosity (cm/s2)'
434,'DV2DHV',1,T,'vbar_yvisc','-',             '2D V-velocity, Horizontal Y-Viscosity (cm/s2)'
435,'DU2DHV',1,T,'ubar_hvisc','-',             '2D U-velocity, Horizontal Viscosity (cm/s2)'
436,'DV2DHV',1,T,'vbar_hvisc','-',             '2D V-velocity, Horizontal Viscosity (cm/s2)'
437,'DM2HVV',2,T,'ubar_hvisc','vbar_hvisc',    '2D Momentum, Horizontal Viscosity Vectors (cm/s2)'
438,'DM2HVM',2,T,'ubar_hvisc','vbar_hvisc',    '2D Momentum, Horizontal Viscosity Magnitude (cm/s2)'
439,'DM2HVS',2,T,'ubar_hvisc','vbar_hvisc',    '2D Momentum, Horizontal Viscosity Streamlines'
440,'DM2HVB',2,T,'ubar_hvisc','vbar_hvisc',    '2D Momentum, Horizontal Viscosity Barbs'
441,'DU2DHR',1,T,'ubar_hrad','-',              '2D U-velocity, Horizontal Radiation Stress (cm/s2)'
442,'DV2DHR',1,T,'vbar_hrad','-',              '2D V-velocity, Horizontal Radiation Stress (cm/s2)'
443,'DM2HRV',2,T,'ubar_hrad','vbar_hrad',      '2D Momentum, Horizontal Radiation Stress Vectors (cm/s2)'
444,'DM2HRM',2,T,'ubar_hrad','vbar_hrad',      '2D Momentum, Horizontal Radiation Stress Magnitude (cm/s2)'
445,'DM2HRS',2,T,'ubar_hrad','vbar_hrad',      '2D Momentum, Horizontal Radiation Stress Streamlines'
446,'DM2HRB',2,T,'ubar_hrad','vbar_hrad',      '2D Momentum, Horizontal Radiation Stress Barbs'
447,'DU2DAC',1,T,'ubar_accel','-',             '2D U-velocity, Acceleration (cm/s2)'
448,'DV2DAC',1,T,'vbar_accel','-',             '2D V-velocity, Acceleration (cm/s2)'
449,'DM2ACV',2,T,'ubar_accel','vbar_accel',    '2D U-velocity, Acceleration Vectors (cm/s2)'
450,'DM2ACM',2,T,'ubar_accel','vbar_accel',    '2D U-velocity, Acceleration Magnitude (cm/s2)'
451,'DM2ACS',2,T,'ubar_accel','vbar_accel',    '2D U-velocity, Acceleration Streamlines'
452,'DM2ACB',2,T,'ubar_accel','vbar_accel',    '2D U-velocity, Acceleration Barbs'
453,'DU3DPG',1,F,'u_prsgrd','-',               '3D U-velocity, Pressure Gradient (cm/s2)'
454,'DV3DPG',1,F,'v_prsgrd','-',               '3D V-velocity, Pressure Gradient (cm/s2)'
455,'DM3PGV',2,F,'u_prsgrd','v_prsgrd',        '3D Momentum, Pressure Gradient Vectors (cm/s2)'
456,'DM3PGM',2,F,'u_prsgrd','v_prsgrd',        '3D Momentum, Pressure Gradient Magnitude (cm/s2)'
457,'DM3PGS',2,F,'u_prsgrd','v_prsgrd',        '3D Momentum, Pressure Gradient Streamlines'
458,'DM3PGB',2,F,'u_prsgrd','v_prsgrd',        '3D Momentum, Pressure Gradient Barbs'
459,'DU3DCO',1,F,'u_cor','-',                  '3D U-velocity, Coriolis (cm/s2)'
460,'DV3DCO',1,F,'v_cor','-',                  '3D V-velocity, Coriolis (cm/s2)'
461,'DM3COV',2,F,'u_cor','v_cor',              '3D Momentum, Coriolis Vectors (cm/s2)'
462,'DM3COM',2,F,'u_cor','v_cor',              '3D Momentum, Coriolis Magnitude (cm/s2)'
463,'DM3COS',2,F,'u_cor','v_cor',              '3D Momentum, Coriolis Streamlines'
464,'DM3COB',2,F,'u_cor','v_cor',              '3D Momentum, Coriolis Barbs'
465,'DU3DXA',1,F,'u_xadv','-',                 '3D U-velocity, Horizontal X-Advection (cm/s2)'
466,'DV3DXA',1,F,'v_xadv','-',                 '3D V-velocity, Horizontal X-Advection (cm/s2)'
467,'DU3DYA',1,F,'u_yadv','-',                 '3D U-velocity, Horizontal Y-Advection (cm/s2)'
468,'DV3DYA',1,F,'v_yadv','-',                 '3D V-velocity, Horizontal Y-Advection (cm/s2)'
469,'DU3DHA',1,F,'u_hadv','-',                 '3D U-velocity, Horizontal Advection (cm/s2)'
470,'DV3DHA',1,F,'v_hadv','-',                 '3D V-velocity, Horizontal Advection (cm/s2)'
471,'DM3HAV',2,F,'u_hadv','v_hadv',            '3D Momentum, Horizontal Advection Vectors (cm/s2)'
472,'DM3HAM',2,F,'u_hadv','v_hadv',            '3D Momentum, Horizontal Advection Magnitude (cm/s2)'
473,'DM3HAS',2,F,'u_hadv','v_hadv',            '3D Momentum, Horizontal Advection Streamlines'
474,'DM3HAB',2,F,'u_hadv','v_hadv',            '3D Momentum, Horizontal Advection Barbs'
475,'DU3DVA',1,F,'u_vadv','-',                 '3D U-velocity, Vertical Advection (cm/s2)'
476,'DV3DVA',1,F,'v_vadv','-',                 '3D V-velocity, Vertical Advection (cm/s2)'
477,'DM3VAV',2,F,'u_vadv','v_vadv',            '3D Momentum, Vertical Advection Vectors (cm/s2)'
478,'DM3VAM',2,F,'u_vadv','v_vadv',            '3D Momentum, Vertical Advection Magnitude (cm/s2)'
479,'DM3VAS',2,F,'u_vadv','v_vadv',            '3D Momentum, Vertical Advection Streamlines'
480,'DM3VAB',2,F,'u_vadv','v_vadv',            '3D Momentum, Vertical Advection Barbs'
481,'DU3DHV',1,F,'u_xvisc','-',                '3D U-velocity, Horizontal X-Viscosity (cm/s2)'
482,'DV3DHV',1,F,'v_xvisc','-',                '3D V-velocity, Horizontal X-Viscosity (cm/s2)'
483,'DU3DHV',1,F,'u_yvisc','-',                '3D U-velocity, Horizontal Y-Viscosity (cm/s2)'
484,'DV3DHV',1,F,'v_yvisc','-',                '3D V-velocity, Horizontal Y-Viscosity (cm/s2)'
485,'DM3HVV',2,F,'u_hvisc','v_hvisc',          '3D Momentum, Horizontal Viscosity Vectors (cm/s2)'
486,'DM3HVM',2,F,'u_hvisc','v_hvisc',          '3D Momentum, Horizontal Viscosity Magnitude (cm/s2)'
487,'DM3HVS',2,F,'u_hvisc','v_hvisc',          '3D Momentum, Horizontal Viscosity Streamlines'
488,'DM3HVB',2,F,'u_hvisc','v_hvisc',          '3D Momentum, Horizontal Viscosity Barbs'
489,'DU3DVV',1,F,'u_vvisc','-',                '3D U-velocity, Vertical Viscosity (cm/s2)'
490,'DV3DVV',1,F,'v_vvisc','-',                '3D V-velocity, Vertical Viscosity (cm/s2)'
491,'DM3VVV',2,F,'u_vvisc','v_vvisc',          '3D Momentum, Vertical Viscosity Vectors (cm/s2)'
492,'DM3VVM',2,F,'u_vvisc','v_vvisc',          '3D Momentum, Vertical Viscosity Magnitude (cm/s2)'
493,'DM3VVS',2,F,'u_vvisc','v_vvisc',          '3D Momentum, Vertical Viscosity Streamlines'
494,'DM3VVB',2,F,'u_vvisc','v_vvisc',          '3D Momentum, Vertical Viscosity Barbs'
495,'DU3DHR',1,F,'u_hrad','-',                 '3D U-velocity, Horizontal Radiation Stress (cm/s2)'
496,'DV3DHR',1,F,'v_hrad','-',                 '3D V-velocity, Horizontal Radiation Stress (cm/s2)'
497,'DM3HRV',2,F,'u_hrad','v_hrad',            '3D Momentum, Horizontal Radiation Stress Vectors (cm/s2)'
498,'DM3HRM',2,F,'u_hrad','v_hrad',            '3D Momentum, Horizontal Radiation Stress Magnitude (cm/s2)'
499,'DM3HRS',2,F,'u_hrad','v_hrad',            '3D Momentum, Horizontal Radiation Stress Streamlines'
500,'DM3HRB',2,F,'u_hrad','v_hrad',            '3D Momentum, Horizontal Radiation Stress Barbs'
501,'DU3DVR',1,F,'u_vrad','-',                 '3D U-velocity, Vertical Radiation Stress (cm/s2)'
502,'DV3DVR',1,F,'v_vrad','-',                 '3D V-velocity, Vertical Radiation Stress (cm/s2)'
503,'DM3VRV',2,F,'u_vrad','v_vrad',            '3D Momentum, Vertical Radiation Stress Vectors (cm/s2)'
504,'DM3VRM',2,F,'u_vrad','v_vrad',            '3D Momentum, Vertical Radiation Stress Magnitude (cm/s2)'
505,'DM3VRS',2,F,'u_vrad','v_vrad',            '3D Momentum, Vertical Radiation Stress Streamlines'
506,'DM3VRB',2,F,'u_vrad','v_vrad',            '3D Momentum, Vertical Radiation Stress Barbs'
507,'DU3DAC',1,F,'u_accel','-',                '3D U-velocity, Acceleration (cm/s2)'
508,'DV3DAC',1,F,'v_accel','-',                '3D V-velocity, Acceleration (cm/s2)'
509,'DM3ACV',2,F,'u_accel','v_accel',          '3D U-velocity, Acceleration Vectors (cm/s2)'
510,'DM3ACM',2,F,'u_accel','v_accel',          '3D U-velocity, Acceleration Magnitude (cm/s2)'
511,'DM3ACS',2,F,'u_accel','v_accel',          '3D U-velocity, Acceleration Streamlines'
512,'DM3ACB',2,F,'u_accel','v_accel',          '3D U-velocity, Acceleration Barbs'
513,'DTEMXA',1,F,'temp_xadv','-',              'Temperature, Horizontal X-Advection (Celsius/s)'
514,'DTEMYA',1,F,'temp_yadv','-',              'Temperature, Horizontal Y-Advection (Celsius/s)'
515,'DTEMHA',1,F,'temp_hadv','-',              'Temperature, Horizontal Advection (Celsius/s)'
516,'DTEMVA',1,F,'temp_vadv','-',              'Temperature, Vertical Advection (Celsius/s)'
517,'DTEMXD',1,F,'temp_xdiff','-',             'Temperature, Horizontal X-Diffusion (Celsius/s)'
518,'DTEMYD',1,F,'temp_ydiff','-',             'Temperature, Horizontal Y-Diffusion (Celsius/s)'
519,'DTEMSD',1,F,'temp_sdiff','-',             'Temperature, Horizontal S-Diffusion (Celsius/s)'
520,'DTEMHD',1,F,'temp_hdiff','-',             'Temperature, Horizontal Diffusion (Celsius/s)'
521,'DTEMVD',1,F,'temp_vdiff','-',             'Temperature, Vertical Diffusion (Celsius/s)'
522,'DTEMAC',1,F,'temp_rate','-',              'Temperature, Time Rate of Change (Celsius/s)'
523,'DSALXA',1,F,'salt_xadv','-',              'Salinity, Horizontal X-Advection (1/s)'
524,'DSALYA',1,F,'salt_yadv','-',              'Salinity, Horizontal Y-Advection (1/s)'
525,'DSALHA',1,F,'salt_hadv','-',              'Salinity, Horizontal Advection (1/s)'
526,'DSALVA',1,F,'salt_vadv','-',              'Salinity, Vertical Advection (1/s)'
527,'DSALXD',1,F,'salt_xdiff','-',             'Salinity, Horizontal X-Diffusion (1/s)'
528,'DSALYD',1,F,'salt_ydiff','-',             'Salinity, Horizontal Y-Diffusion (1/s)'
529,'DSALSD',1,F,'salt_sdiff','-',             'Salinity, Horizontal S-Diffusion (1/s)'
530,'DSALHD',1,F,'salt_hdiff','-',             'Salinity, Horizontal Diffusion (1/s)'
531,'DSALVD',1,F,'salt_vdiff','-',             'Salinity, Vertical Diffusion (1/s)'
532,'DSALAC',1,F,'salt_rate','-',              'Salinity, Time Rate of Change (1/s)'
533,'DNO3XA',1,F,'NO3_xadv','-',               'Nitrate, Horizontal X-Advection (mmol/m3/s)'
534,'DNO3YA',1,F,'NO3_yadv','-',               'Nitrate, Horizontal Y-Advection (mmol/m3/s)'
535,'DNO3HA',1,F,'NO3_hadv','-',               'Nitrate, Horizontal Advection (mmol/m3/s)'
536,'DNO3VA',1,F,'NO3_vadv','-',               'Nitrate, Vertical Advection (mmol/m3/s)'
537,'DNO3XD',1,F,'NO3_xdiff','-',              'Nitrate, Horizontal X-Diffusion (mmol/m3/s)'
538,'DNO3YD',1,F,'NO3_ydiff','-',              'Nitrate, Horizontal Y-Diffusion (mmol/m3/s)'
539,'DNO3SD',1,F,'NO3_sdiff','-',              'Nitrate, Horizontal S-Diffusion (mmol/m3/s)'
540,'DNO3HD',1,F,'NO3_hdiff','-',              'Nitrate, Horizontal Diffusion (mmol/m3/s)'
541,'DNO3VD',1,F,'NO3_vdiff','-',              'Nitrate, Vertical Diffusion (mmol/m3/s)'
542,'DNO3AC',1,F,'NO3_rate','-',               'Nitrate, Time Rate of Change (mmol/m3/s)'
543,'DNH4XA',1,F,'NH4_xadv','-',               'Ammonium, Horizontal X-Advection (mmol/m3/s)'
544,'DNH4YA',1,F,'NH4_yadv','-',               'Ammonium, Horizontal Y-Advection (mmol/m3/s)'
545,'DNH4HA',1,F,'NH4_hadv','-',               'Ammonium, Horizontal Advection (mmol/m3/s)'
546,'DNH4VA',1,F,'NH4_vadv','-',               'Ammonium, Vertical Advection (mmol/m3/s)'
547,'DNH4XD',1,F,'NH4_xdiff','-',              'Ammonium, Horizontal X-Diffusion (mmol/m3/s)'
548,'DNH4YD',1,F,'NH4_ydiff','-',              'Ammonium, Horizontal Y-Diffusion (mmol/m3/s)'
549,'DNH4SD',1,F,'NH4_sdiff','-',              'Ammonium, Horizontal S-Diffusion (mmol/m3/s)'
550,'DNH4HD',1,F,'NH4_hdiff','-',              'Ammonium, Horizontal Diffusion (mmol/m3/s)'
551,'DNH4VD',1,F,'NH4_vdiff','-',              'Ammonium, Vertical Diffusion (mmol/m3/s)'
552,'DNH4AC',1,F,'NH4_rate','-',               'Ammonium, Time Rate of Change (mmol/m3/s)'
553,'DPONXA',1,F,'PON_xadv','-',               'Particulate Organic Nitrogen, Horizontal Advection (mmol/m3/s)'
554,'DPONYA',1,F,'PON_yadv','-',               'Particulate Organic Nitrogen, Horizontal Advection (mmol/m3/s)'
555,'DPONHA',1,F,'PON_hadv','-',               'Particulate Organic Nitrogen, Horizontal Advection (mmol/m3/s)'
556,'DPONVA',1,F,'PON_vadv','-',               'Particulate Organic Nitrogen, Vertical Advection (mmol/m3/s)'
557,'DPONXD',1,F,'PON_xdiff','-',              'Particulate Organic Nitrogen, Horizontal X-Diffusion (mmol/m3/s)'
558,'DPONYD',1,F,'PON_ydiff','-',              'Particulate Organic Nitrogen, Horizontal Y-Diffusion (mmol/m3/s)'
559,'DPONSD',1,F,'PON_sdiff','-',              'Particulate Organic Nitrogen, Horizontal S-Diffusion (mmol/m3/s)'
560,'DPONHD',1,F,'PON_hdiff','-',              'Particulate Organic Nitrogen, Horizontal Diffusion (mmol/m3/s)'
561,'DPONVD',1,F,'PON_vdiff','-',              'Particulate Organic Nitrogen, Vertical Diffusion (mmol/m3/s)'
562,'DPONAC',1,F,'PON_rate','-',               'Particulate Organic Nitrogen, Time Rate of Change (mmol/m3/s)'
563,'DDONXA',1,F,'DON_xadv','-',               'Dissolved Organic Nitrogen, Horizontal X-Advection (mmol/m3/s)'
564,'DDONYA',1,F,'DON_yadv','-',               'Dissolved Organic Nitrogen, Horizontal Y-Advection (mmol/m3/s)'
565,'DDONHA',1,F,'DON_hadv','-',               'Dissolved Organic Nitrogen, Horizontal Advection (mmol/m3/s)'
566,'DDONVA',1,F,'DON_vadv','-',               'Dissolved Organic Nitrogen, Vertical Advection (mmol/m3/s)'
567,'DDONXD',1,F,'DON_xdiff','-',              'Dissolved Organic Nitrogen, Horizontal X-Diffusion (mmol/m3/s)'
568,'DDONYD',1,F,'DON_ydiff','-',              'Dissolved Organic Nitrogen, Horizontal Y-Diffusion (mmol/m3/s)'
569,'DDONSD',1,F,'DON_sdiff','-',              'Dissolved Organic Nitrogen, Horizontal S-Diffusion (mmol/m3/s)'
570,'DDONHD',1,F,'DON_hdiff','-',              'Dissolved Organic Nitrogen, Horizontal Diffusion (mmol/m3/s)'
571,'DDONVD',1,F,'DON_vdiff','-',              'Dissolved Organic Nitrogen, Vertical Diffusion (mmol/m3/s)'
572,'DDONAC',1,F,'DON_rate','-',               'Dissolved Organic Nitrogen, Time Rate of Change (mmol/m3/s)'
573,'DSILXA',1,F,'SiOH4_xadv','-',             'Silica, Horizontal X-Advection (mmol/m3/s)'
574,'DSILYA',1,F,'SiOH4_yadv','-',             'Silica, Horizontal Y-Advection (mmol/m3/s)'
575,'DSILHA',1,F,'SiOH4_hadv','-',             'Silica, Horizontal Advection (mmol/m3/s)'
576,'DSILVA',1,F,'SiOH4_vadv','-',             'Silica, Vertical Advection (mmol/m3/s)'
577,'DSILXD',1,F,'SiOH4_xdiff','-',            'Silica, Horizontal X-Diffusion (mmol/m3/s)'
578,'DSILYD',1,F,'SiOH4_ydiff','-',            'Silica, Horizontal Y-Diffusion (mmol/m3/s)'
579,'DSILSD',1,F,'SiOH4_sdiff','-',            'Silica, Horizontal S-Diffusion (mmol/m3/s)'
580,'DSILHD',1,F,'SiOH4_hdiff','-',            'Silica, Horizontal Diffusion (mmol/m3/s)'
581,'DSILVD',1,F,'SiOH4_vdiff','-',            'Silica, Vertical Diffusion (mmol/m3/s)'
582,'DSILAC',1,F,'SiOH4_rate','-',             'Silica, Time Rate of Change (mmol/m3/s)'
583,'DOPAXA',1,F,'opal_xadv','-',              'Particulate Organic Silica, Horizontal X-Advection (mmol/m3/s)'
584,'DOPAYA',1,F,'opal_yadv','-',              'Particulate Organic Silica, Horizontal Y-Advection (mmol/m3/s)'
585,'DOPAHA',1,F,'opal_hadv','-',              'Particulate Organic Silica, Horizontal Advection (mmol/m3/s)'
586,'DOPAVA',1,F,'opal_vadv','-',              'Particulate Organic Silica, Vertical Advection (mmol/m3/s)'
587,'DOPAXD',1,F,'opal_xdiff','-',             'Particulate Organic Silica, Horizontal X-Diffusion (mmol/m3/s)'
588,'DOPAYD',1,F,'opal_ydiff','-',             'Particulate Organic Silica, Horizontal Y-Diffusion (mmol/m3/s)'
589,'DOPASD',1,F,'opal_sdiff','-',             'Particulate Organic Silica, Horizontal S-Diffusion (mmol/m3/s)'
590,'DOPAHD',1,F,'opal_hdiff','-',             'Particulate Organic Silica, Horizontal Diffusion (mmol/m3/s)'
591,'DOPAVD',1,F,'opal_vdiff','-',             'Particulate Organic Silica, Vertical Diffusion (mmol/m3/s)'
592,'DOPAAC',1,F,'opal_rate','-',              'Particulate Organic Silica, Time Rate of Change (mmol/m3/s)'
593,'DDFEXA',1,F,'iron_xadv','-',              'Available Dissolved Iron, Horizontal X-Advection (mmol/m3/s)'
594,'DDFEYA',1,F,'iron_yadv','-',              'Available Dissolved Iron, Horizontal Y-Advection (mmol/m3/s)'
595,'DDFEHA',1,F,'iron_hadv','-',              'Available Dissolved Iron, Horizontal Advection (mmol/m3/s)'
596,'DDFEVA',1,F,'iron_vadv','-',              'Available Dissolved Iron, Vertical Advection (mmol/m3/s)'
597,'DDFEXD',1,F,'iron_xdiff','-',             'Available Dissolved Iron, Horizontal X-Diffusion (mmol/m3/s)'
598,'DDFEYD',1,F,'iron_ydiff','-',             'Available Dissolved Iron, Horizontal Y-Diffusion (mmol/m3/s)'
599,'DDFESD',1,F,'iron_sdiff','-',             'Available Dissolved Iron, Horizontal S-Diffusion (mmol/m3/s)'
600,'DDFEHD',1,F,'iron_hdiff','-',             'Available Dissolved Iron, Horizontal Diffusion (mmol/m3/s)'
601,'DDEFVD',1,F,'iron_vdiff','-',             'Available Dissolved Iron, Vertical Diffusion (mmol/m3/s)'
602,'DDFEAC',1,F,'iron_rate','-',              'Available Dissolved Iron, Time Rate of Change (mmol/m3/s)'
603,'DCHLXA',1,F,'chlorophyll_xadv','-',       'Chlorophyll, Horizontal X-Advection (mmol/m3/s)'
604,'DCHLYA',1,F,'chlorophyll_yadv','-',       'Chlorophyll, Horizontal Y-Advection (mmol/m3/s)'
605,'DCHLHA',1,F,'chlorophyll_hadv','-',       'Chlorophyll, Horizontal Advection (mmol/m3/s)'
606,'DCHLVA',1,F,'chlorophyll_vadv','-',       'Chlorophyll, Vertical Advection (mmol/m3/s)'
607,'DCHLXD',1,F,'chlorophyll_xdiff','-',      'Chlorophyll, Horizontal X-Diffusion (mmol/m3/s)'
608,'DCHLYD',1,F,'chlorophyll_ydiff','-',      'Chlorophyll, Horizontal Y-Diffusion (mmol/m3/s)'
609,'DCHLSD',1,F,'chlorophyll_sdiff','-',      'Chlorophyll, Horizontal S-Diffusion (mmol/m3/s)'
610,'DCHLHD',1,F,'chlorophyll_hdiff','-',      'Chlorophyll, Horizontal Diffusion (mmol/m3/s)'
611,'DCHLVD',1,F,'chlorophyll_vdiff','-',      'Chlorophyll, Vertical Diffusion (mmol/m3/s)'
612,'DCHLAC',1,F,'chlorophyll_rate','-',       'Chlorophyll, Time Rate of Change (mmol/m3/s)'
613,'DPHYXA',1,F,'phytoplankton_xadv','-',     'Phytoplankton, Horizontal X-Advection (mmol/m3/s)'
614,'DPHYYA',1,F,'phytoplankton_yadv','-',     'Phytoplankton, Horizontal Y-Advection (mmol/m3/s)'
615,'DPHYHA',1,F,'phytoplankton_hadv','-',     'Phytoplankton, Horizontal Advection (mmol/m3/s)'
616,'DPHYVA',1,F,'phytoplankton_vadv','-',     'Phytoplankton, Vertical Advection (mmol/m3/s)'
617,'DPHYXD',1,F,'phytoplankton_xdiff','-',    'Phytoplankton, Horizontal X-Diffusion (mmol/m3/s)'
618,'DPHYYD',1,F,'phytoplankton_ydiff','-',    'Phytoplankton, Horizontal Y-Diffusion (mmol/m3/s)'
619,'DPHYSD',1,F,'phytoplankton_sdiff','-',    'Phytoplankton, Horizontal S-Diffusion (mmol/m3/s)'
620,'DPHYHD',1,F,'phytoplankton_hdiff','-',    'Phytoplankton, Horizontal Diffusion (mmol/m3/s)'
621,'DPHYVD',1,F,'phytoplankton_vdiff','-',    'Phytoplankton, Vertical Diffusion (mmol/m3/s)'
622,'DPHYAC',1,F,'phytoplankton_rate','-',     'Phytoplankton, Time Rate of Change (mmol/m3/s)'
623,'DPFEXA',1,F,'phytoplanktonFe_xadv','-',   'Phytoplankton-Fe, Horizontal X-Advection (mmol/m3/s)'
624,'DPFEYA',1,F,'phytoplanktonFe_yadv','-',   'Phytoplankton-Fe, Horizontal Y-Advection (mmol/m3/s)'
625,'DPFEHA',1,F,'phytoplanktonFe_hadv','-',   'Phytoplankton-Fe, Horizontal Advection (mmol/m3/s)'
626,'DPFEVA',1,F,'phytoplanktonFe_vadv','-',   'Phytoplankton-Fe, Vertical Advection (mmol/m3/s)'
627,'DPFEXD',1,F,'phytoplanktonFe_xdiff','-',  'Phytoplankton-Fe, Horizontal X-Diffusion (mmol/m3/s)'
